Perfil,Algoritmo,Semilla,Pasos,Distancia_km,Area_Covered_km2,Likelihood_Score,Acierto_Informada,Acierto_Ciega
demencia,ABC,5,1000,12.19947401620119,0.1283147715082933,0.06314529706234502,6.7,0.7000000000000001
demencia,ABC,6,1000,12.294743135547,0.14825590578440892,0.07322263344692001,6.9,0.8999999999999999
demencia,ABC,7,1000,12.16633693121134,0.17008718867803274,0.0797197613988351,7.8,1.0999999999999999
demencia,ABC,8,1000,12.224326829943566,0.18613835465758186,0.07998653464121526,8.0,1.2
demencia,ABC,9,1000,12.174621202458802,0.15293732016246078,0.0701464528867288,7.3,1.0999999999999999
demencia,BHA,0,802,9.747270555095803,0.18253662603211027,0.07451027743785643,8.6,1.4000000000000001
demencia,BHA,1,644,7.794478348959984,0.1791221470396722,0.07047518234104327,7.9,1.6
demencia,BHA,10,1000,12.091778489984181,0.18598757927683376,0.08375226582851561,8.3,0.8999999999999999
demencia,BHA,11,1000,12.008935777509548,0.16938983012174427,0.07916326385230267,7.3999999999999995,1.0999999999999999
demencia,BHA,12,1000,12.042072862499404,0.1683953525607061,0.07408458384137798,7.8,1.0999999999999999
demencia,BHA,13,1000,12.06692567624179,0.18871427959214906,0.0795729561070385,8.9,1.6
demencia,BHA,14,242,2.925340546095185,0.05619277693404295,0.019236989390959195,1.5,0.6
demencia,BHA,15,1000,12.013077913133287,0.1535596491276397,0.0716710443713591,7.3999999999999995,0.8999999999999999
demencia,BHA,16,1000,11.992367235014628,0.14067021519459455,0.07002940350661571,6.6000000000000005,0.6
demencia,BHA,17,1000,12.025504320004483,0.18135016335857237,0.07834407824148353,8.3,0.8
demencia,BHA,18,146,1.770660171779825,0.06595029042710057,0.028269586730396423,2.1999999999999997,0.6
demencia,BHA,19,1000,11.992367235014624,0.2094617143530336,0.09113185858263778,8.5,1.4000000000000001
demencia,BHA,2,1000,12.124915574974022,0.1641561450523117,0.07806300416531593,7.3,1.0
demencia,BHA,20,1000,12.033788591251948,0.1886857420430324,0.07826888646807467,8.5,1.3
demencia,BHA,21,1000,11.95923015002479,0.2169087303240534,0.08786788567337425,9.1,1.2
demencia,BHA,22,1000,12.025504320004481,0.19556128229969572,0.08205669052022116,8.6,1.0
demencia,BHA,23,896,10.832245301926404,0.18736222493911858,0.07506683759304154,8.200000000000001,1.3
demencia,BHA,24,1000,12.133199846221483,0.1330282233136039,0.06430092777727417,5.8999999999999995,0.8999999999999999
demencia,BHA,25,1000,12.062783540618064,0.17274430470249996,0.07945755733861584,7.6,1.3
demencia,BHA,26,1000,12.133199846221489,0.20624783647193892,0.09265186540955496,9.6,1.4000000000000001
demencia,BHA,27,856,10.303839097590739,0.12128306978103277,0.053667401137864536,5.6000000000000005,0.7000000000000001
demencia,BHA,28,1000,12.058641404994328,0.1839990282995751,0.06810700694862229,7.5,0.8999999999999999
demencia,BHA,29,1000,12.112489168102842,0.2566379195392131,0.0950874217480925,10.5,1.7999999999999998
demencia,BHA,3,72,0.8774011537017762,0.037154108474415706,0.017359059154345536,1.7000000000000002,0.1
demencia,BHA,30,151,1.8455129855222112,0.05945722054876826,0.029508394469926227,2.6,0.3
demencia,BHA,31,1000,12.12491557497403,0.1282003766772642,0.06460147455799516,6.3,0.7000000000000001
demencia,BHA,32,1000,12.042072862499404,0.16264287927934196,0.06972248619948539,7.8,0.6
demencia,BHA,33,1000,12.20361615182492,0.18141718746071536,0.07816779847633572,8.4,1.2
demencia,BHA,34,1000,12.066925676241798,0.17547534643597024,0.08079236277181889,7.9,1.4000000000000001
demencia,BHA,35,1000,12.100062761231644,0.1992699906769054,0.08392771424126097,8.799999999999999,1.4000000000000001
demencia,BHA,36,1000,11.950945878777311,0.16610867668580148,0.07806164938552407,7.3999999999999995,1.4000000000000001
demencia,BHA,37,1000,12.042072862499404,0.2312343206968764,0.09758938955600899,9.8,1.5
demencia,BHA,38,1000,11.988225099390897,0.1680400702364106,0.08043110347629771,7.7,1.0999999999999999
demencia,BHA,39,1000,12.108347032479108,0.16736616638677015,0.07135195849288589,7.6,0.8999999999999999
demencia,BHA,4,1000,12.104204896855377,0.2076316167271422,0.09220649089818228,9.3,1.4000000000000001
demencia,BHA,40,1000,11.984082963767182,0.1903525228538867,0.0876321959480004,8.9,1.2
demencia,BHA,41,1000,12.03793072687567,0.2041260982686342,0.0901195688089311,9.2,1.4000000000000001
demencia,BHA,42,1000,12.033788591251941,0.22670305198850396,0.08136187260423261,9.3,1.4000000000000001
demencia,BHA,43,1000,12.07106781186552,0.17327837067268248,0.08207918652484014,8.4,1.2
demencia,BHA,44,1000,12.10420489685537,0.19632822958203267,0.08673744263311894,8.9,1.2
demencia,BHA,45,1000,12.058641404994335,0.1590079507789302,0.07712544720982913,8.4,1.0
demencia,BHA,46,1000,12.079352083112987,0.20280692334667122,0.07452219719363379,7.3,0.8
demencia,BHA,47,1000,12.141484117468954,0.14380737623656462,0.06504362496232495,7.3,0.8999999999999999
demencia,BHA,48,1000,11.988225099390915,0.19587575092271012,0.08451367217517966,9.2,1.6
demencia,BHA,49,1000,12.137341981845227,0.19385716629892205,0.07720360960544571,8.3,1.3
demencia,BHA,5,1000,12.16633693121134,0.18181883102880209,0.08376718804709617,8.3,1.2
demencia,BHA,6,1000,12.16219479558762,0.16076112799185818,0.07468188110948645,7.5,1.3
demencia,BHA,7,1000,12.021362184380747,0.1837819511708226,0.08188576222835524,9.0,1.3
demencia,BHA,8,1000,12.083494218736714,0.14746998995720045,0.07013649852961747,6.2,1.0999999999999999
demencia,BHA,9,1000,11.87224530192643,0.23885348113322544,0.07869725029135512,7.3999999999999995,1.7999999999999998
demencia,lawnmower,0,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,1,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,10,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,11,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,12,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,13,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,14,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,15,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,16,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,17,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
